Dem_poll,Rep_poll,Undecided,sample_size,mean_days_to_election,start_days_to_election,end_days_to_election,state,year,state_year,pollster,state_year_id,year_id,result_margin6,rmargin_year,rmargin_year_id,pollster_grp,pollster_id,pid,Dem_vote,Rep_vote,poll_error
47,47,6,800,17.5,19,16,florida,2012,florida_2012,Mellman(DAmericansUnitedforChange),73,3,Close margin,Close margin 2012,3,Mellman(DAmericansUnitedforChange),18,913,49.9,49.03,0.004397048418073424
46,51,2,750,19,19,19,florida,2012,florida_2012,Rasmussen,73,3,Close margin,Close margin 2012,3,Rasmussen,25,914,49.9,49.03,0.030170244294362103
47,48,4,800,19.5,20,19,florida,2012,florida_2012,PublicPolicyPolling,73,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,915,49.9,49.03,0.009660206312810282
48,45,6,600,19.5,20,19,florida,2012,florida_2012,GroveInsight,73,3,Close margin,Close margin 2012,3,GroveInsight,10,916,49.9,49.03,-0.011731983839991078
47,46,5,600,19.5,20,19,florida,2012,florida_2012,SurveyUSA,73,3,Close margin,Close margin 2012,3,SurveyUSA,33,917,49.9,49.03,-9.792956679480769e-4
45,48,6,1215,19.5,20,19,florida,2012,florida_2012,FOX,73,3,Close margin,Close margin 2012,3,0_None,1,918,49.9,49.03,0.020526080676137926
48,49,2,681,19.5,20,19,florida,2012,florida_2012,CNN,73,3,Close margin,Close margin 2012,3,CNN,4,919,49.9,49.03,0.009551687593331137
48,42,10,842,20,21,19,florida,2012,florida_2012,JZAnalytics/Newsmax,73,3,Close margin,Close margin 2012,3,JZAnalytics/Newsmax,13,920,49.9,49.03,-0.028936284915259902
48,49,3,791,24,25,23,florida,2012,florida_2012,PublicPolicyPolling,73,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,921,49.9,49.03,0.009551687593331137
47,51,2,750,26,26,26,florida,2012,florida_2012,Rasmussen,73,3,Close margin,Close margin 2012,3,Rasmussen,25,922,49.9,49.03,0.02480521168337957
46,49,4,600,27.5,29,26,florida,2012,florida_2012,ARG,73,3,Close margin,Close margin 2012,3,ARG,3,923,49.9,49.03,0.020186522102284
48,47,2,1244,29.5,33,26,florida,2012,florida_2012,youGov,73,3,Close margin,Close margin 2012,3,youGov,39,924,49.9,49.03,-8.661094766634347e-4
44,51,4,800,28,29,27,florida,2012,florida_2012,MasonDixon,73,3,Close margin,Close margin 2012,3,MasonDixon,17,925,49.9,49.03,0.04123915368123132
48,47,4,988,29,30,28,florida,2012,florida_2012,MaristCollege,73,3,Close margin,Close margin 2012,3,MaristCollege,16,926,49.9,49.03,-8.661094766634347e-4
49,45,4,653,32,36,28,florida,2012,florida_2012,UNF,73,3,Close margin,Close margin 2012,3,0_None,1,927,49.9,49.03,-0.016879547326607403
47,49,3,500,33,33,33,florida,2012,florida_2012,Rasmussen,73,3,Close margin,Close margin 2012,3,Rasmussen,25,928,49.9,49.03,0.014813715084740053
46,49,4,1200,33,33,33,florida,2012,florida_2012,WeAskAmerica,73,3,Close margin,Close margin 2012,3,WeAskAmerica,38,929,49.9,49.03,0.020186522102284
48,47,1,774,2,3,1,colorado,2012,colorado_2012,Ipsos,74,3,Close margin,Close margin 2012,3,Ipsos,12,930,51.45,46.09,0.022212749425336964
52,46,3,1096,2.5,3,2,colorado,2012,colorado_2012,PublicPolicyPolling,74,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,931,51.45,46.09,-0.0031363375778853397
50,46,2,603,3,4,2,colorado,2012,colorado_2012,Keating,74,3,Close margin,Close margin 2012,3,0_None,1,932,51.45,46.09,0.006642573986740508
45,44,9,400,4,6,2,colorado,2012,colorado_2012,LakeResearch,74,3,Close margin,Close margin 2012,3,0_None,1,933,51.45,46.09,0.02185792979198392
48,47,2,752,4.5,6,3,colorado,2012,colorado_2012,youGov,74,3,Close margin,Close margin 2012,3,youGov,39,934,51.45,46.09,0.022212749425336964
46,46,4,1052,5,6,4,colorado,2012,colorado_2012,Ipsos,74,3,Close margin,Close margin 2012,3,Ipsos,12,935,51.45,46.09,0.027475907320073822
50,46,4,825,5.5,6,5,colorado,2012,colorado_2012,PublicPolicyPolling,74,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,936,51.45,46.09,0.006642573986740508
50,48,2,764,8.5,11,6,colorado,2012,colorado_2012,CNN,74,3,Close margin,Close margin 2012,3,CNN,4,937,51.45,46.09,0.01727182568742075
47,50,1,750,8,8,8,colorado,2012,colorado_2012,Rasmussen,74,3,Close margin,Close margin 2012,3,Rasmussen,25,938,51.45,46.09,0.04293982484584696
48,45,6,500,8.5,9,8,colorado,2012,colorado_2012,GroveInsight,74,3,Close margin,Close margin 2012,3,GroveInsight,10,939,51.45,46.09,0.01134687506200932
47,48,4,600,10.5,12,9,colorado,2012,colorado_2012,ARG,74,3,Close margin,Close margin 2012,3,ARG,3,940,51.45,46.09,0.03273906521481068
47,46,5,600,13,14,12,colorado,2012,colorado_2012,PurpleStrategies,74,3,Close margin,Close margin 2012,3,0_None,1,941,51.45,46.09,0.022099563234052322
51,47,2,904,13,14,12,colorado,2012,colorado_2012,PublicPolicyPolling,74,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,942,51.45,46.09,0.007067744054767677
48,48,2,1128,13.5,14,13,colorado,2012,colorado_2012,MaristCollege,74,3,Close margin,Close margin 2012,3,MaristCollege,16,943,51.45,46.09,0.027475907320073822
46,43,8,500,13.5,14,13,colorado,2012,colorado_2012,GroveInsight,74,3,Close margin,Close margin 2012,3,GroveInsight,10,944,51.45,46.09,0.010621974735804174
46,50,1,500,16,16,16,colorado,2012,colorado_2012,Rasmussen,74,3,Close margin,Close margin 2012,3,Rasmussen,25,945,51.45,46.09,0.04830924065340719
50,47,3,1e3,20,21,19,colorado,2012,colorado_2012,PublicPolicyPolling,74,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,946,51.45,46.09,0.012011989794300626
47,44,7,500,21.5,22,21,colorado,2012,colorado_2012,GroveInsight,74,3,Close margin,Close margin 2012,3,GroveInsight,10,947,51.45,46.09,0.010992390836557342
47,48,4,1206,22,22,22,colorado,2012,colorado_2012,WeAskAmerica,74,3,Close margin,Close margin 2012,3,WeAskAmerica,38,948,51.45,46.09,0.03273906521481068
48,46,6,2089,29,32,26,colorado,2012,colorado_2012,GravisMarketing,74,3,Close margin,Close margin 2012,3,GravisMarketing,9,949,51.45,46.09,0.01683760944773338
48,45,5,527,29.5,33,26,colorado,2012,colorado_2012,youGov,74,3,Close margin,Close margin 2012,3,youGov,39,950,51.45,46.09,0.01134687506200932
45,46,5,614,27.5,28,27,colorado,2012,colorado_2012,SurveyUSA,74,3,Close margin,Close margin 2012,3,SurveyUSA,33,951,51.45,46.09,0.0329704128145793
47,48,2,1254,30.5,33,28,colorado,2012,colorado_2012,Quinnipiac,74,3,Close margin,Close margin 2012,3,Quinnipiac,24,952,51.45,46.09,0.03273906521481068
46,50,3,600,30.5,32,29,colorado,2012,colorado_2012,ARG,74,3,Close margin,Close margin 2012,3,ARG,3,953,51.45,46.09,0.04830924065340719
49,48,2,500,30,30,30,colorado,2012,colorado_2012,Rasmussen,74,3,Close margin,Close margin 2012,3,Rasmussen,25,954,51.45,46.09,0.02232126814481611
47,43,5,604,32.5,33,32,colorado,2012,colorado_2012,Selzer&Co,74,3,Close margin,Close margin 2012,3,Selzer&Co,28,955,51.45,46.09,0.005253685097851624
46,49,5,1285,33.5,34,33,colorado,2012,colorado_2012,GravisMarketing,74,3,Close margin,Close margin 2012,3,GravisMarketing,9,956,51.45,46.09,0.0432653810042844
46,50,4,300,36,37,35,colorado,2012,colorado_2012,McLaughlin,74,3,Close margin,Close margin 2012,3,0_None,1,957,51.45,46.09,0.04830924065340719
46,53,1,1080,3.5,4,3,arizona,2012,arizona_2012,PublicPolicyPolling,75,3,Strong Dem.,Strong Dem. 2012,7,PublicPolicyPolling,22,958,44.45,53.48,-0.0107508249037912
44,52,3,702,4.5,6,3,arizona,2012,arizona_2012,youGov,75,3,Strong Dem.,Strong Dem. 2012,7,youGov,39,959,44.45,53.48,-0.00443769359065993
44,52,2,500,16,16,16,arizona,2012,arizona_2012,Rasmussen,75,3,Strong Dem.,Strong Dem. 2012,7,Rasmussen,25,960,44.45,53.48,-0.00443769359065993
43,52,3,469,29.5,33,26,arizona,2012,arizona_2012,youGov,75,3,Strong Dem.,Strong Dem. 2012,7,youGov,39,961,44.45,53.48,0.0012640607953050553
42,40,13,523,30,33,27,arizona,2012,arizona_2012,BehaviorResearchCenter,75,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,962,44.45,53.48,-0.05829948220854608
44,53,3,595,35,36,34,arizona,2012,arizona_2012,PublicPolicyPolling,75,3,Strong Dem.,Strong Dem. 2012,7,PublicPolicyPolling,22,963,44.45,53.48,2.87392319992974e-4
45,48,5,400,NA,NA,2,alaska,2008,alaska_2008,HaysResearchGroup,76,2,Strong Dem.,Strong Dem. 2008,6,0_None,1,964,37.89,59.42,-0.09449680270237126
39,58,2,600,NA,NA,5,alaska,2008,alaska_2008,Research2000,76,2,Strong Dem.,Strong Dem. 2008,6,Research2000,27,965,37.89,59.42,-0.012687690630538873
41,57,2,500,NA,NA,7,alaska,2008,alaska_2008,Rasmussen,76,2,Strong Dem.,Strong Dem. 2008,6,Rasmussen,25,966,37.89,59.42,-0.028993181899211296
42,53,5,500,NA,NA,16,alaska,2008,alaska_2008,AnchoragePress,76,2,Strong Dem.,Strong Dem. 2008,6,0_None,1,967,37.89,59.42,-0.052731098118330544
38,57,3,600,NA,NA,19,alaska,2008,alaska_2008,Research2000,76,2,Strong Dem.,Strong Dem. 2008,6,Research2000,27,968,37.89,59.42,-0.010625834960435787
40,55,3,500,NA,NA,29,alaska,2008,alaska_2008,Rasmussen,76,2,Strong Dem.,Strong Dem. 2008,6,Rasmussen,25,969,37.89,59.42,-0.03167846653938311
47,48,2,600,NA,NA,5,arizona,2008,arizona_2008,Research2000,77,2,Strong Dem.,Strong Dem. 2008,6,Research2000,27,970,44.91,53.39,-0.03787010761899667
46,50,3,600,NA,NA,5,arizona,2008,arizona_2008,ARG,77,2,Strong Dem.,Strong Dem. 2008,6,ARG,3,971,44.91,53.39,-0.02229993218040016
46,53,1,807,NA,NA,7,arizona,2008,arizona_2008,CNN/Time,77,2,Strong Dem.,Strong Dem. 2008,6,CNN/Time,5,972,44.91,53.39,-0.007779730160198173
44,48,8,625,NA,NA,7,arizona,2008,arizona_2008,MasonDixon,77,2,Strong Dem.,Strong Dem. 2008,6,MasonDixon,17,973,44.91,53.39,-0.021394135078950938
41,49,10,600,NA,NA,8,arizona,2008,arizona_2008,UniversityofWashington,77,2,Strong Dem.,Strong Dem. 2008,6,0_None,1,974,44.91,53.39,0.0013111789307108657
44,46,9,1019,NA,NA,9,arizona,2008,arizona_2008,ArizonaStateUniversity,77,2,Strong Dem.,Strong Dem. 2008,6,0_None,1,975,44.91,53.39,-0.03202215440262246
46,51,2,500,NA,NA,9,arizona,2008,arizona_2008,Rasmussen,77,2,Strong Dem.,Strong Dem. 2008,6,Rasmussen,25,976,44.91,53.39,-0.017360069637444853
44,48,8,600,NA,NA,11,arizona,2008,arizona_2008,GroveInsight,77,2,Strong Dem.,Strong Dem. 2008,6,GroveInsight,10,977,44.91,53.39,-0.021394135078950938
42,44,14,408,NA,NA,16,arizona,2008,arizona_2008,Zimmeran&Associates/MarketingIntelligence,77,2,Strong Dem.,Strong Dem. 2008,6,0_None,1,978,44.91,53.39,-0.031505358536989325
60,36,2,637,NA,NA,4,california,2008,california_2008,SurveyUSA,78,2,Strong Rep.,Strong Rep. 2008,10,SurveyUSA,33,979,60.92,36.9,-0.0022234716826824985
55,33,8,966,NA,NA,7,california,2008,california_2008,FieldPoll/FRC,78,2,Strong Rep.,Strong Rep. 2008,10,0_None,1,980,60.92,36.9,-0.0022234716826824985
61,34,2,500,NA,NA,10,california,2008,california_2008,Rasmussen,78,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,981,60.92,36.9,-0.019328734840577233
56,33,9,1186,NA,NA,16,california,2008,california_2008,PublicPolicyInstituteofCA,78,2,Strong Rep.,Strong Rep. 2008,10,0_None,1,982,60.92,36.9,-0.006436954828749897
59,35,3,615,NA,NA,19,california,2008,california_2008,SurveyUSA,78,2,Strong Rep.,Strong Rep. 2008,10,SurveyUSA,33,983,60.92,36.9,-0.004883046150767623
56,40,4,500,NA,NA,26,california,2008,california_2008,Rasmussen,78,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,984,60.92,36.9,0.03944319498398419
55,39,2,670,NA,NA,30,california,2008,california_2008,SurveyUSA,78,2,Strong Rep.,Strong Rep. 2008,10,SurveyUSA,33,985,60.92,36.9,0.037670145338594085
51,47,1,1e3,NA,NA,2,colorado,2008,colorado_2008,Rasmussen,79,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,986,53.66,44.71,0.025083348374421444
54,44,2,2023,NA,NA,5,colorado,2008,colorado_2008,PublicPolicyPolling,79,2,Strong Rep.,Strong Rep. 2008,10,PublicPolicyPolling,22,987,53.66,44.71,-0.0055288965235377185
52,45,3,600,NA,NA,5,colorado,2008,colorado_2008,ARG,79,2,Strong Rep.,Strong Rep. 2008,10,ARG,3,988,53.66,44.71,0.009409037412923482
49,44,7,625,NA,NA,6,colorado,2008,colorado_2008,MasonDixon,79,2,Strong Rep.,Strong Rep. 2008,10,MasonDixon,17,989,53.66,44.71,0.018609791209620086
53,45,2,774,NA,NA,7,colorado,2008,colorado_2008,CNN/Time,79,2,Strong Rep.,Strong Rep. 2008,10,CNN/Time,5,990,53.66,44.71,0.004675185109115354
51,45,2,682,NA,NA,7,colorado,2008,colorado_2008,MaristCollege,79,2,Strong Rep.,Strong Rep. 2008,10,MaristCollege,16,991,53.66,44.71,0.014241511639727589
50,41,8,628,NA,NA,9,colorado,2008,colorado_2008,GfKRoper,79,2,Strong Rep.,Strong Rep. 2008,10,GfKRoper,8,992,53.66,44.71,-0.003959037810821853
53,45,2,636,NA,NA,9,colorado,2008,colorado_2008,InsiderAdvantage,79,2,Strong Rep.,Strong Rep. 2008,10,InsiderAdvantage,11,993,53.66,44.71,0.004675185109115354
50,46,2,1e3,NA,NA,9,colorado,2008,colorado_2008,Rasmussen,79,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,994,53.66,44.71,0.024658178306394274
52,40,2,500,NA,NA,12,colorado,2008,colorado_2008,PublicOpinionStrategies,79,2,Strong Rep.,Strong Rep. 2008,10,0_None,1,995,53.66,44.71,-0.01972587966462025
51,46,2,576,NA,NA,15,colorado,2008,colorado_2008,InsiderAdvantage,79,2,Strong Rep.,Strong Rep. 2008,10,InsiderAdvantage,11,996,53.66,44.71,0.01971831576343891
51,46,3,1e3,NA,NA,16,colorado,2008,colorado_2008,Rasmussen,79,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,997,53.66,44.71,0.01971831576343891
52,45,2,700,NA,NA,19,colorado,2008,colorado_2008,Rasmussen,79,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,998,53.66,44.71,0.009409037412923482
51,47,2,762,NA,NA,21,colorado,2008,colorado_2008,CNN/Time,79,2,Strong Rep.,Strong Rep. 2008,10,CNN/Time,5,999,53.66,44.71,0.025083348374421444
47,43,7,600,NA,NA,22,colorado,2008,colorado_2008,SuffolkUniversity,79,2,Strong Rep.,Strong Rep. 2008,10,SuffolkUniversity,31,1000,53.66,44.71,0.02326928941750539
52,43,5,1088,NA,NA,23,colorado,2008,colorado_2008,Quinnipiac,79,2,Strong Rep.,Strong Rep. 2008,10,Quinnipiac,24,1001,53.66,44.71,-0.001876909412903971
52,42,6,1331,NA,NA,25,colorado,2008,colorado_2008,PublicPolicyPolling,79,2,Strong Rep.,Strong Rep. 2008,10,PublicPolicyPolling,22,1002,53.66,44.71,-0.00769997772197456
52,43,3,997,NA,NA,28,colorado,2008,colorado_2008,Quinnipiac,79,2,Strong Rep.,Strong Rep. 2008,10,Quinnipiac,24,1003,53.66,44.71,-0.001876909412903971
51,45,3,485,NA,NA,29,colorado,2008,colorado_2008,InsiderAdvantage,79,2,Strong Rep.,Strong Rep. 2008,10,InsiderAdvantage,11,1004,53.66,44.71,0.014241511639727589
51,45,4,1e3,NA,NA,30,colorado,2008,colorado_2008,Rasmussen,79,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,1005,53.66,44.71,0.014241511639727589
44,44,8,625,NA,NA,34,colorado,2008,colorado_2008,MasonDixon,79,2,Strong Rep.,Strong Rep. 2008,10,MasonDixon,17,1006,53.66,44.71,0.04549151163972759
49,48,3,600,NA,NA,1,florida,2008,florida_2008,Zogby,80,2,Close margin,Close margin 2008,2,Zogby,40,1007,50.91,48.1,0.00903584663425644
50,47,1,691,NA,NA,1,florida,2008,florida_2008,SurveyUSA,80,2,Close margin,Close margin 2008,2,SurveyUSA,33,1008,50.91,48.1,-0.0012734317162590436
47,48,3,657,NA,NA,2,florida,2008,florida_2008,Datamar,80,2,Close margin,Close margin 2008,2,0_None,1,1009,50.91,48.1,0.01945364370425101
50,48,2,1717,NA,NA,2,florida,2008,florida_2008,PublicPolicyPolling,80,2,Close margin,Close margin 2008,2,PublicPolicyPolling,22,1010,50.91,48.1,0.00398640417686108
49,47,3,1200,NA,NA,2,florida,2008,florida_2008,StrategicVision,80,2,Close margin,Close margin 2008,2,StrategicVision,30,1011,50.91,48.1,0.0037738191428474677
48,46,6,600,NA,NA,2,florida,2008,florida_2008,Zogby,80,2,Close margin,Close margin 2008,2,Zogby,40,1012,50.91,48.1,0.003552187937173712
49,50,1,1e3,NA,NA,2,florida,2008,florida_2008,Rasmussen,80,2,Close margin,Close margin 2008,2,Rasmussen,25,1013,50.91,48.1,0.019240990860019236
47,45,6,1773,NA,NA,2,florida,2008,florida_2008,Quinnipiac,80,2,Close margin,Close margin 2008,2,Quinnipiac,24,1014,50.91,48.1,0.0033209205921228557
50,46,4,600,NA,NA,4,florida,2008,florida_2008,ARG,80,2,Close margin,Close margin 2008,2,ARG,3,1015,50.91,48.1,-0.006642847523819162
47,45,7,625,NA,NA,5,florida,2008,florida_2008,MasonDixon,80,2,Close margin,Close margin 2008,2,MasonDixon,17,1016,50.91,48.1,0.0033209205921228557
51,47,2,747,NA,NA,7,florida,2008,florida_2008,CNN/Time,80,2,Close margin,Close margin 2008,2,CNN/Time,5,1017,50.91,48.1,-0.006217677455791992
45,41,9,601,NA,NA,8,florida,2008,florida_2008,FloridaChamberofCommerce,80,2,Close margin,Close margin 2008,2,0_None,1,1018,50.91,48.1,-0.009065328143974205
50,43,7,639,NA,NA,8,florida,2008,florida_2008,LATimes,80,2,Close margin,Close margin 2008,2,LATimes,14,1019,50.91,48.1,-0.023443922792636407
45,43,10,600,NA,NA,9,florida,2008,florida_2008,GfKRoper,80,2,Close margin,Close margin 2008,2,GfKRoper,8,1020,50.91,48.1,0.0028268494458777993
49,44,6,630,NA,NA,9,florida,2008,florida_2008,Datamar,80,2,Close margin,Close margin 2008,2,0_None,1,1021,50.91,48.1,-0.01269123462059335
49,44,7,600,NA,NA,9,florida,2008,florida_2008,SuffolkUniversity,80,2,Close margin,Close margin 2008,2,SuffolkUniversity,31,1022,50.91,48.1,-0.01269123462059335
47,47,6,603,NA,NA,9,florida,2008,florida_2008,Zogby,80,2,Close margin,Close margin 2008,2,Zogby,40,1023,50.91,48.1,0.014190485809514153
51,47,1,1e3,NA,NA,9,florida,2008,florida_2008,Rasmussen,80,2,Close margin,Close margin 2008,2,Rasmussen,25,1024,50.91,48.1,-0.006217677455791992
47,45,6,1435,NA,NA,9,florida,2008,florida_2008,Quinnipiac,80,2,Close margin,Close margin 2008,2,Quinnipiac,24,1025,50.91,48.1,0.0033209205921228557
49,46,5,600,NA,NA,11,florida,2008,florida_2008,Research2000,80,2,Close margin,Close margin 2008,2,Research2000,27,1026,50.91,48.1,-0.001598987874696367
49,42,9,800,NA,NA,13,florida,2008,florida_2008,SchrothEldon&Associates/ThePollingCompany,80,2,Close margin,Close margin 2008,2,0_None,1,1027,50.91,48.1,-0.024271052652024283
46,48,5,1200,NA,NA,13,florida,2008,florida_2008,StrategicVision,80,2,Close margin,Close margin 2008,2,StrategicVision,30,1028,50.91,48.1,0.024828783681854538
48,47,5,562,NA,NA,14,florida,2008,florida_2008,InsiderAdvantage,80,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1029,50.91,48.1,0.008927327914777294
49,44,7,1433,NA,NA,14,florida,2008,florida_2008,Quinnipiac,80,2,Close margin,Close margin 2008,2,Quinnipiac,24,1030,50.91,48.1,-0.01269123462059335
45,46,7,625,NA,NA,14,florida,2008,florida_2008,MasonDixon,80,2,Close margin,Close margin 2008,2,MasonDixon,17,1031,50.91,48.1,0.019684991304019628
48,47,5,1158,NA,NA,16,florida,2008,florida_2008,PublicPolicyPolling,80,2,Close margin,Close margin 2008,2,PublicPolicyPolling,22,1032,50.91,48.1,0.008927327914777294
48,49,2,1e3,NA,NA,16,florida,2008,florida_2008,Rasmussen,80,2,Close margin,Close margin 2008,2,Rasmussen,25,1033,50.91,48.1,0.019345124984771866
47,49,2,553,NA,NA,19,florida,2008,florida_2008,SurveyUSA,80,2,Close margin,Close margin 2008,2,SurveyUSA,33,1034,50.91,48.1,0.024607152476180782
49,45,6,600,NA,NA,20,florida,2008,florida_2008,Research2000,80,2,Close margin,Close margin 2008,2,Research2000,27,1035,50.91,48.1,-0.007086109935166673
51,46,3,765,NA,NA,21,florida,2008,florida_2008,CNN/Time,80,2,Close margin,Close margin 2008,2,CNN/Time,5,1036,50.91,48.1,-0.011582710066774526
47,42,6,1328,NA,NA,22,florida,2008,florida_2008,Datamar,80,2,Close margin,Close margin 2008,2,0_None,1,1037,50.91,48.1,-0.013899401830935298
48,44,7,612,NA,NA,22,florida,2008,florida_2008,InsiderAdvantage,80,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1038,50.91,48.1,-0.007548644625268441
51,46,4,1e3,NA,NA,23,florida,2008,florida_2008,Rasmussen,80,2,Close margin,Close margin 2008,2,Rasmussen,25,1039,50.91,48.1,-0.011582710066774526
52,44,3,1200,NA,NA,27,florida,2008,florida_2008,StrategicVision,80,2,Close margin,Close margin 2008,2,StrategicVision,30,1040,50.91,48.1,-0.027476180857152532
49,44,4,600,NA,NA,27,florida,2008,florida_2008,Research2000,80,2,Close margin,Close margin 2008,2,Research2000,27,1041,50.91,48.1,-0.01269123462059335
50,47,3,700,NA,NA,27,florida,2008,florida_2008,Rasmussen,80,2,Close margin,Close margin 2008,2,Rasmussen,25,1042,50.91,48.1,-0.0012734317162590436
48,46,6,625,NA,NA,29,florida,2008,florida_2008,MasonDixon,80,2,Close margin,Close margin 2008,2,MasonDixon,17,1043,50.91,48.1,0.003552187937173712
52,45,3,1e3,NA,NA,30,florida,2008,florida_2008,Rasmussen,80,2,Close margin,Close margin 2008,2,Rasmussen,25,1044,50.91,48.1,-0.021891988417289954
46,42,6,600,NA,NA,35,florida,2008,florida_2008,SuffolkUniversity,80,2,Close margin,Close margin 2008,2,SuffolkUniversity,31,1045,50.91,48.1,-0.008536786917758554
49,46,4,532,NA,NA,35,florida,2008,florida_2008,InsiderAdvantage,80,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1046,50.91,48.1,-0.001598987874696367
51,47,2,770,NA,NA,35,florida,2008,florida_2008,CNN/Time,80,2,Close margin,Close margin 2008,2,CNN/Time,5,1047,50.91,48.1,-0.006217677455791992
48,50,1,1253,NA,NA,2,georgia,2008,georgia_2008,PublicPolicyPolling,81,2,Close margin,Close margin 2008,2,PublicPolicyPolling,22,1048,46.9,52.1,-0.016058544629973248
46,50,3,800,NA,NA,2,georgia,2008,georgia_2008,StrategicVision,81,2,Close margin,Close margin 2008,2,StrategicVision,30,1049,46.9,52.1,-0.00542929292929295
47,48,2,512,NA,NA,2,georgia,2008,georgia_2008,InsiderAdvantage,81,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1050,46.9,52.1,-0.020999468367889462
45,52,2,683,NA,NA,2,georgia,2008,georgia_2008,SurveyUSA,81,2,Close margin,Close margin 2008,2,SurveyUSA,33,1051,46.9,52.1,0.009819847964177786
44,47,6,600,NA,NA,5,georgia,2008,georgia_2008,Research2000,81,2,Close margin,Close margin 2008,2,Research2000,27,1052,46.9,52.1,-0.009779109779109785
47,52,1,500,NA,NA,5,georgia,2008,georgia_2008,Rasmussen,81,2,Close margin,Close margin 2008,2,Rasmussen,25,1053,46.9,52.1,-0.0010101010101010166
47,52,1,690,NA,NA,7,georgia,2008,georgia_2008,CNN/Time,81,2,Close margin,Close margin 2008,2,CNN/Time,5,1054,46.9,52.1,-0.0010101010101010166
47,48,3,637,NA,NA,8,georgia,2008,georgia_2008,InsiderAdvantage,81,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1055,46.9,52.1,-0.020999468367889462
48,47,3,615,NA,NA,12,georgia,2008,georgia_2008,InsiderAdvantage,81,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1056,46.9,52.1,-0.03152578415736318
43,49,8,625,NA,NA,12,georgia,2008,georgia_2008,MasonDixon,81,2,Close margin,Close margin 2008,2,MasonDixon,17,1057,46.9,52.1,0.006346069389547626
45,51,2,800,NA,NA,13,georgia,2008,georgia_2008,StrategicVision,81,2,Close margin,Close margin 2008,2,StrategicVision,30,1058,46.9,52.1,0.004987373737373679
46,51,3,500,NA,NA,13,georgia,2008,georgia_2008,Rasmussen,81,2,Close margin,Close margin 2008,2,Rasmussen,25,1059,46.9,52.1,-4.894303863376415e-4
44,46,1,600,NA,NA,16,georgia,2008,georgia_2008,DemocracyCorps,81,2,Close margin,Close margin 2008,2,0_None,1,1060,46.9,52.1,-0.015151515151515249
43,49,5,600,NA,NA,20,georgia,2008,georgia_2008,Research2000,81,2,Close margin,Close margin 2008,2,Research2000,27,1061,46.9,52.1,0.006346069389547626
45,53,2,718,NA,NA,21,georgia,2008,georgia_2008,CNN/Time,81,2,Close margin,Close margin 2008,2,CNN/Time,5,1062,46.9,52.1,0.01455370026798597
43,51,2,700,NA,NA,23,georgia,2008,georgia_2008,SurveyUSA,81,2,Close margin,Close margin 2008,2,SurveyUSA,33,1063,46.9,52.1,0.016290565226735332
46,49,3,531,NA,NA,26,georgia,2008,georgia_2008,InsiderAdvantage,81,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1064,46.9,52.1,-0.010473152578415745
43,50,5,800,NA,NA,28,georgia,2008,georgia_2008,StrategicVision,81,2,Close margin,Close margin 2008,2,StrategicVision,30,1065,46.9,52.1,0.011371782339524183
43,50,4,600,NA,NA,34,georgia,2008,georgia_2008,Research2000,81,2,Close margin,Close margin 2008,2,Research2000,27,1066,46.9,52.1,0.011371782339524183
44,50,4,561,NA,NA,35,georgia,2008,georgia_2008,InsiderAdvantage,81,2,Close margin,Close margin 2008,2,InsiderAdvantage,11,1067,46.9,52.1,0.005652267354394946
60,38,2,500,NA,NA,3,illinois,2008,illinois_2008,Rasmussen,82,2,Strong Rep.,Strong Rep. 2008,10,Rasmussen,25,1068,61.83,36.73,0.015088705936920244
59,35,1,800,NA,NA,12,illinois,2008,illinois_2008,Research2000,82,2,Strong Rep.,Strong Rep. 2008,10,Research2000,27,1069,61.83,36.73,-3.259705719811934e-4
61,32,6,572,NA,NA,13,illinois,2008,illinois_2008,UniversityofWisconsin,82,2,Strong Rep.,Strong Rep. 2008,10,UniversityofWisconsin,36,1070,61.83,36.73,-0.028580374598519698
56,32,9,500,NA,NA,17,illinois,2008,illinois_2008,ChicagoTribune,82,2,Strong Rep.,Strong Rep. 2008,10,0_None,1,1071,61.83,36.73,-0.009030032467532423
